235955,,,,c812,7d,84,60,00,0d,1600,0000,01a9,01b2,03aa,03a0,0dd5,0d7b,0d06,0d2f,0545,04af,0caf,0cb2,0830,017a,0443,023f,00aa,014c,0064,0000,fc16,f666,fcd7,01,00,001e,000000ff,07ffffff,
235956,,,,c012,7d,84,60,00,0d,1500,0000,01ab,01b1,03aa,03a0,0dd6,0d7c,0d04,0d43,054c,04b0,0c99,0cb2,0823,017f,047a,0252,00aa,0147,0064,0000,fc1b,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023626,,,,b812,7d,85,00,00,0e,1600,0000,01bd,01b2,03ab,03a0,0dd6,0d7b,0d00,0d15,0552,04af,0caf,0cb2,0816,0181,0482,0262,00aa,0154,0064,0000,fc1f,f666,fcd7,01,00,001e,000001ff,07ffffff,
023627,,,,c412,7d,84,50,00,0d,1600,0000,01aa,01b0,03aa,03a0,0dd6,0d7b,0cfe,0d15,0558,04af,0caf,0cb2,0815,017f,0435,0235,00aa,0144,0064,0000,fc22,f666,fcd7,01,00,003c,000000ff,07ffffff,
023628,,,,c012,7d,84,60,00,0d,1500,0000,01a8,01af,03aa,03a0,0dd4,0d7c,0cfb,0d2f,0558,04b0,0cc5,0cb2,0818,0179,0469,024b,00aa,0141,0064,0000,fc23,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023629,,,,bc12,7d,84,30,00,0d,1600,0000,01b1,01ae,03aa,03a0,0dd5,0d7d,0cfa,0d0e,055a,04b0,0caf,0cb2,0816,017c,0476,025b,00aa,014e,0064,0000,fc23,f666,fcd7,01,00,001e,000000ff,07ffffff,
023630,,,,c812,7d,84,50,00,0d,1600,0000,01a1,01ab,03ab,03a0,0dd4,0d7d,0cf7,0d0e,0559,04af,0caf,0cb2,0814,0179,0430,0234,00aa,0143,0064,0000,fc24,f666,fcd7,01,00,001e,000000ff,07ffffff,
023631,,,,c012,7d,85,00,00,0e,1400,0000,01a2,01aa,03ab,03a0,0dd4,0d7d,0cf5,0d29,055a,04b1,0c15,0cb2,07f9,01ad,046e,024d,00aa,014b,0064,0000,fc24,f666,fcd7,01,00,ffe3,000001ff,07ffffff,
023632,,,,b012,7d,84,20,00,0c,1600,0000,01c0,01a9,03ab,03a0,0dd4,0d7e,0cf3,0d00,055a,04ae,0caf,0cb2,07ff,019f,0476,025b,00aa,014e,0064,0000,fc25,f666,fcd7,01,00,001e,000000ff,07ffffff,
023633,,,,cc12,7d,84,50,00,0d,1600,0000,019a,01a7,03aa,03a0,0dd4,0d80,0cf1,0d00,055a,04af,0cf1,0cb2,080e,0180,0419,0226,00aa,0139,0064,0000,fc25,f666,fcd7,01,00,001e,000000ff,07ffffff,
023634,,,,c012,7d,84,50,00,0d,1400,0000,019e,01a6,03aa,03a0,0dd4,0d7f,0cef,0d22,055a,04b1,0cc5,0cb2,0810,017c,0455,023f,00aa,0139,0064,0000,fc26,f666,fcd7,01,00,0000,000000ff,07ffffff,
023635,,,,bc12,7d,84,20,00,0c,1500,0000,01a8,01a4,03aa,03a0,0dd4,0d7f,0cef,0d00,055c,04b0,0cc5,0cb2,0816,017b,045e,024e,00aa,0145,0064,0000,fc26,f666,fcd7,01,00,001e,000001ff,07ffffff,
023636,,,,c812,7d,84,20,00,0c,1600,0000,019b,01a3,03aa,03a0,0dd4,0d7f,0ced,0d07,055c,04af,0c84,0cb2,0813,0180,0424,022d,00aa,013e,0064,0000,fc26,f666,fcd7,01,00,001e,000000ff,07ffffff,
023637,,,,c012,7d,84,40,00,0d,1400,0000,019d,01a3,03ab,03a0,0dd4,0d7f,0cea,0d15,055c,04b0,0caf,0cb2,0812,0179,0453,023d,00aa,0138,0064,0000,fc28,f666,fcd7,01,00,0000,000000ff,07ffffff,
023638,,,,b812,7d,84,60,00,0d,1500,0000,01ae,01a3,03aa,03a0,0dd4,0d80,0cea,0cfa,055f,04af,0caf,0cb2,0813,017d,0460,024e,00aa,0145,0064,0000,fc28,f666,fcd7,01,00,001e,000000ff,07ffffff,
023639,,,,c412,7d,84,30,00,0d,1500,0000,019a,01a1,03aa,03a0,0dd3,0d80,0ce8,0cfa,055f,04af,0caf,0cb2,0819,017b,041f,022b,00aa,0143,0064,0000,fc29,f666,fcd7,01,00,003c,000001ff,07ffffff,
023640,,,,c012,7d,84,60,00,0d,1400,0000,019a,01a1,03aa,03a0,0dd4,0d80,0ce7,0d1b,055f,04b0,0c99,0cb2,080f,017a,045d,0244,00aa,013d,0064,0000,fc2a,f666,fcd7,01,00,0000,000000ff,07ffffff,
023641,,,,b812,7d,84,20,00,0c,1500,0000,01ae,01a1,03aa,03a0,0dd4,0d80,0ce6,0cfa,055e,04af,0caf,0cb2,0818,0179,045e,024e,00aa,0145,0064,0000,fc2a,f666,fcd7,01,00,0000,000000ff,07ffffff,
023642,,,,c812,7d,84,40,00,0d,1500,0000,0198,01a1,03aa,03a0,0dd3,0d81,0ce4,0cfa,0561,04af,0caf,0cb2,0814,017b,0417,0228,00aa,013b,0064,0000,fc2a,f666,fcd7,01,00,003c,000000ff,07ffffff,
023643,,,,c012,7d,84,50,00,0d,1400,0000,0199,019f,03aa,03a0,0dd3,0d83,0ce3,0d0e,0560,04b0,0cc5,0cb2,0816,0177,0448,0238,00aa,0134,0064,0000,fc2a,f666,fcca,01,00,ffe3,000000ff,07ffffff,
023644,,,,b812,7d,84,30,00,0c,1500,0000,01aa,019f,03aa,03a0,0dd2,0d82,0ce2,0cec,0562,04af,0caf,0cb2,0811,0179,0452,0247,00aa,0140,0064,0000,fc2c,f666,fcd7,01,00,001e,000001ff,07ffffff,
023645,,,,c412,7d,84,40,00,0d,1500,0000,0195,019d,03aa,03a0,0dd2,0d82,0ce0,0cfa,0563,04af,0cc5,0cb2,0819,0173,0411,0225,00aa,0139,0064,0000,fc2c,f666,fcd7,01,00,003c,000000ff,07ffffff,
023646,,,,c012,7d,84,40,00,0d,1400,0000,0198,019e,03aa,03a0,0dd2,0d82,0cdf,0d15,0563,04b0,0cc5,0cb2,0818,0179,0439,0230,00aa,012e,0064,0000,fc2b,f666,fcd7,01,00,ffc5,000000ff,07ffffff,
023647,,,,bc12,7d,84,40,00,0d,1500,0000,01a4,019e,03aa,03a0,0dd1,0d82,0cde,0cec,0562,04b0,0cc5,0cb2,0814,0174,0451,0246,00aa,013f,0064,0000,fc2c,f666,fcd7,01,00,001e,000000ff,07ffffff,
023648,,,,cc12,7d,84,10,00,0c,1500,0000,0192,019e,03aa,03a0,0dd1,0d83,0cdd,0cf3,0563,04b0,0cf1,0cb2,0819,016e,0404,021b,00aa,0131,0064,0000,fc2c,f666,fcd7,01,00,001e,000000ff,07ffffff,
023649,,,,c012,7d,84,40,00,0d,1400,0000,0197,019d,03aa,03a0,0dd1,0d84,0cdc,0d15,0565,04b0,0cc5,0cb2,0810,017d,0446,0237,00aa,0133,0064,0000,fc2c,f666,fcd7,01,00,ffe3,000001ff,07ffffff,
023649,,,,bc12,7d,84,40,00,0c,1500,0000,01a2,019d,03aa,03a0,0dd1,0d84,0cdc,0cec,0562,04b0,0cc5,0cb2,0814,0177,0449,0245,00aa,0144,0064,0000,fc2c,f666,fcd7,01,00,001e,0000007f,07ffffff,
023651,,,,c812,7d,84,40,00,0d,1500,0000,018e,019c,03aa,03a0,0dd1,0d84,0cda,0ce5,0564,04af,0caf,0cb2,0811,017c,0428,022d,00aa,0139,0064,0000,fc2d,f666,fcd7,01,00,003c,000000ff,07ffffff,
023652,1337.4015,07657.0567,000000,bc12,7d,84,50,00,0d,1400,0000,019d,019d,03aa,03a0,0dd2,0d84,0cdb,0d15,0565,04b0,0caf,0cb2,0810,017c,0440,0235,00aa,0131,0064,0000,fc2e,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023653,1337.4015,07657.0571,000000,b812,7d,84,10,00,0c,1500,0000,01a6,019c,03aa,03a0,0dd1,0d84,0cda,0ce5,0564,04af,0caf,0cb2,0817,0179,0458,0244,00aa,0144,0064,0000,fc2e,f666,fcd7,01,00,001e,000000ff,07ffffff,
023653,1337.4015,07657.0571,0234.1,c812,7d,84,30,00,0d,1500,0000,018d,019b,03aa,03a0,0dd1,0d85,0cd7,0cf3,0564,04af,0caf,0cb2,080d,0177,0410,0222,00aa,0136,0064,0000,fc30,f666,fcd7,01,00,003c,000001ff,07ffffff,
023655,1337.3976,07657.0596,0234.1,bc12,7d,84,40,00,0d,1400,0000,0195,019b,03aa,03a0,0dd2,0d86,0cd8,0d15,0567,04b0,0caf,0cb2,0810,017b,0440,0235,00aa,0139,0064,0000,fc2f,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023655,1337.3976,07657.0596,0234.1,c812,7d,84,10,00,0c,1500,0000,018d,019b,03aa,03a0,0dd1,0d86,0cd7,0cf3,0565,04b0,0cc5,0cb2,0816,0175,0434,023a,00aa,013c,0064,0000,fc2f,f666,fcd7,01,00,001e,0000007f,07ffffff,
023657,1337.3976,07657.0596,0234.1,c812,7d,84,10,00,0c,1500,0000,018d,019b,03aa,03a0,0dd1,0d86,0cd6,0cfa,0566,04af,0cc5,0cb2,080f,0177,040b,0220,00aa,0136,0064,0000,fc2f,f666,fcd7,01,00,003c,000000ff,07ffffff,
023658,1336.8227,07657.2196,0234.1,bc12,7d,84,40,00,0d,1400,0000,019a,0199,03aa,03a0,0dd2,0d86,0cd5,0d22,0567,04b0,0cc5,0cb2,0813,0172,042a,0228,00aa,0128,0064,0000,fc30,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023659,1336.8195,07657.2154,0700.3,b812,7d,84,50,00,0c,1400,0000,01a5,0199,03aa,03a0,0dd2,0d86,0cd3,0cfa,0567,04b0,0cc5,0cb2,0816,0174,0443,0238,00aa,013b,0064,0000,fc2e,f666,fcd7,01,00,001e,000001ff,07ffffff,
023700,1336.8196,07657.2149,0700.3,c812,7d,84,30,00,0d,1500,0000,018a,0199,03aa,03a0,0dd2,0d87,0cd2,0cfa,0565,04af,0caf,0cb2,0816,0179,0413,0225,00aa,0139,0064,0000,fc30,f666,fcd7,01,00,003c,000000ff,07ffffff,
023701,1336.8182,07657.2161,0700.3,c012,7d,84,30,00,0d,1400,0000,0192,0198,03aa,03a0,0dd2,0d89,0cd2,0d15,0567,04b0,0caf,0cb2,0811,0176,042a,0227,00aa,012e,0064,0000,fc30,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023702,1336.8180,07657.2155,0700.3,bc12,7d,84,10,00,0c,1400,0000,019d,0197,03aa,03a0,0dd2,0d88,0cd1,0cf3,0568,04b0,0caf,0cb2,0810,0177,0450,0248,00aa,0141,0064,0000,fc2f,f666,fcd7,01,00,001e,000000ff,07ffffff,
023703,1336.8178,07657.2153,0700.3,c812,7d,84,40,00,0d,1500,0000,0189,0198,03aa,03a0,0dd2,0d88,0ccf,0d07,0567,04b0,0caf,0cb2,0813,0174,0401,021b,00aa,0131,0064,0000,fc30,f666,fcd7,01,00,003c,000000ff,07ffffff,
023704,1336.8181,07657.2152,0696.9,bc12,7d,84,40,00,0d,1400,0000,019a,0197,03aa,03a0,0dd3,0d88,0cd0,0d22,0567,04b0,0caf,0cb2,080f,0178,042c,0228,00aa,0128,0064,0000,fc30,f666,fcd7,01,00,ffe3,000001ff,07ffffff,
023705,1336.8184,07657.2157,0696.9,c412,7d,84,20,00,0c,1400,0000,0195,0198,03aa,03a0,0dd4,0d88,0ccf,0cfa,0567,04af,0c99,0cb2,080e,0184,0441,023f,00aa,0141,0064,0000,fc31,f666,fcd7,01,00,001e,000000ff,07ffffff,
023706,1336.8183,07657.2156,0696.9,c012,7d,84,40,00,0d,1500,0000,0197,0198,03aa,03a0,0dd3,0d88,0ccf,0d07,0569,04af,0caf,0cb2,0812,0175,0426,022e,00aa,0139,0064,0000,fc31,f666,fcd7,01,00,001e,000000ff,07ffffff,
023707,1336.8182,07657.2157,0696.9,c012,7d,84,40,00,0d,1400,0000,0197,019a,03aa,03a0,0dd4,0d89,0cce,0d1b,0567,04b0,0caf,0cb2,080c,0179,0446,0236,00aa,0133,0064,0000,fc32,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023708,1336.8186,07657.2145,0696.9,b812,7d,84,50,00,0d,1500,0000,01aa,019c,03aa,03a0,0dd4,0d89,0cce,0cfa,0569,04b0,0c99,0cb2,080d,017f,0451,0248,00aa,0141,0064,0000,fc31,f666,fcd7,01,00,001e,000000ff,07ffffff,
023709,1336.8181,07657.2158,0694.5,c412,7d,84,30,00,0d,1500,0000,0195,019c,03aa,03a0,0dd4,0d8a,0ccd,0d00,0568,04af,0caf,0cb2,0816,0175,0419,0225,00aa,0139,0064,0000,fc31,f666,fcd7,01,00,003c,000001ff,07ffffff,
023710,1336.8179,07657.2165,0694.5,c012,7d,84,40,00,0d,1400,0000,0197,019c,03aa,03a0,0dd4,0d8a,0ccb,0d29,0567,04b0,0c99,0cb2,080d,017d,0447,0237,00aa,0133,0064,0000,fc32,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023711,1336.8175,07657.2163,0694.5,bc12,7d,84,30,00,0d,1500,0000,01a7,019c,03aa,03a0,0dd4,0d8a,0cca,0cfa,0568,04b0,0caf,0cb2,080f,017a,045e,0245,00aa,0145,0064,0000,fc31,f666,fcd7,01,00,001e,000000ff,07ffffff,
023712,1336.8169,07657.2162,0694.5,c812,7d,84,20,00,0c,1600,0000,019a,019f,03aa,03a0,0dd4,0d8a,0ccb,0d00,056a,04af,0caf,0cb2,0810,0178,040b,021e,00aa,0133,0064,0000,fc32,f666,fcd7,01,00,003c,000000ff,07ffffff,
023713,1336.8152,07657.2168,0694.5,c012,7d,84,40,00,0d,1300,0000,018f,019b,03a9,03a0,0dd4,0d8a,0cca,0d15,0568,04b1,0caf,0cb2,0813,0177,0430,022b,00aa,012a,0064,0000,fc31,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023714,1336.8156,07657.2163,0688.1,b812,7d,84,00,00,0c,1400,0000,01a1,0199,03aa,03a0,0dd4,0d8a,0cca,0d00,0569,04af,0cc5,0cb2,080f,0174,0436,0231,00aa,0136,0064,0000,fc32,f666,fcd7,01,00,0000,000001ff,07ffffff,
023715,1336.8163,07657.2151,0688.1,c012,7d,84,20,00,0c,1500,0000,0187,0197,03aa,03a0,0dd4,0d8a,0cc8,0d07,0568,04af,0caf,0cb2,0811,0174,03ff,0218,00aa,0130,0064,0000,fc32,f666,fcd7,01,00,001e,000000ff,07ffffff,
023716,1336.8166,07657.2152,0688.1,b412,7d,84,50,00,0d,1400,0000,01a0,0196,03a9,03a0,0dd4,0d8b,0cc9,0d1b,056a,04b0,0cc5,0cb2,0813,0173,042c,0229,00aa,0123,0064,0000,fc32,f666,fcd7,01,00,ffc5,000000ff,07ffffff,
023717,1336.8165,07657.2144,0688.1,b412,7d,84,50,00,0d,1400,0000,01a0,0194,03a9,03a0,0dd4,0d8b,0cc9,0d07,0569,04af,0caf,0cb2,0810,0178,044d,023c,00aa,013e,0064,0000,fc33,f666,fcd7,01,00,001e,000000ff,07ffffff,
023718,1336.8168,07657.2139,0688.1,cc12,7d,84,00,00,0c,1500,0000,0187,0194,03a9,03a0,0dd4,0d8d,0cc8,0d07,0568,04af,0cc5,0cb2,0811,016f,03ee,020f,00aa,012f,0064,0000,fc33,f666,fcd7,01,00,003c,000000ff,07ffffff,
023719,1336.8165,07657.2143,0692.9,c812,7d,84,20,00,0c,1300,0000,0185,0195,03a9,03a0,0dd4,0d8c,0cc8,0d1b,056a,04b1,0d1d,0cb2,080b,0180,0418,0225,00aa,0126,0064,0000,fc32,f666,fcd7,01,00,ffe3,000001ff,07ffffff,
023720,1336.8165,07657.2143,0692.9,c012,7d,84,00,00,0c,1400,0000,019c,0195,03a9,03a0,0dd4,0d8c,0cc7,0d00,0567,04b1,0cf1,0cb2,0815,0175,042a,0231,00aa,0136,0064,0000,fc33,f666,fcd7,01,00,001e,000000ff,07ffffff,
023721,1336.8164,07657.2143,0692.9,c812,7d,84,30,00,0d,1500,0000,018d,0194,03a9,03a0,0dd4,0d8c,0cc6,0cfa,056b,04af,0caf,0cb2,080f,0174,03ed,0218,00aa,012f,0064,0000,fc32,f666,fcd7,01,00,003c,000000ff,07ffffff,
023722,1336.8164,07657.2143,0692.9,bc12,7d,84,40,00,0d,1400,0000,0197,0194,03aa,03a0,0dd4,0d8c,0cc5,0d22,056a,04b0,0caf,0cb2,0814,0178,0438,022f,00aa,012d,0064,0000,fc32,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023723,1336.8165,07657.2143,0692.9,b812,7d,84,00,00,0c,1500,0000,01a2,0196,03aa,03a0,0dd4,0d8c,0cc5,0cf3,056b,04af,0caf,0cb2,0811,0176,0443,0236,00aa,013a,0064,0000,fc33,f666,fcd7,01,00,001e,000000ff,07ffffff,
023724,1336.8165,07657.2143,0692.4,cc12,7d,84,30,00,0c,1500,0000,0189,0195,03aa,03a0,0dd4,0d8c,0cc3,0d07,056b,04af,0caf,0cb2,0808,0172,0401,021a,00aa,0138,0064,0000,fc34,f666,fcd7,01,00,003c,000001ff,07ffffff,
023725,1336.8165,07657.2143,0692.4,bc12,7d,84,30,00,0d,1300,0000,0190,0195,03aa,03a0,0dd4,0d8c,0cc4,0d15,056b,04b0,0caf,0cb2,0813,0175,0432,022c,00aa,012b,0064,0000,fc34,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023726,1336.8164,07657.2144,0692.4,c812,7d,84,00,00,0c,1500,0000,018a,0196,03aa,03a0,0dd4,0d8c,0cc4,0cf3,056a,04b0,0caf,0cb2,0810,0174,043b,0233,00aa,0137,0064,0000,fc32,f666,fcd7,01,00,001e,000000ff,07ffffff,
023727,1336.8164,07657.2144,0692.4,c812,7d,84,00,00,0c,1500,0000,018a,0194,03aa,03a0,0dd4,0d8c,0cc3,0d00,056b,04af,0caf,0cb2,0811,0172,03f6,0214,00aa,012d,0064,0000,fc33,f666,fcd7,01,00,003c,000000ff,07ffffff,
023728,1336.8163,07657.2145,0692.4,c012,7d,84,20,00,0c,1400,0000,018d,0194,03aa,03a0,0dd4,0d8c,0cc2,0d1b,056a,04b0,0caf,0cb2,080e,0173,041d,0220,00aa,0129,0064,0000,fc33,f666,fcd7,01,00,0000,000000ff,07ffffff,
023729,1336.8163,07657.2146,0691.5,bc12,7d,84,30,00,0c,1400,0000,0197,0192,03aa,03a0,0dd4,0d8c,0cc1,0d00,056b,04b0,0caf,0cb2,0811,0173,042e,022c,00aa,0133,0064,0000,fc33,f666,fcd7,01,00,001e,000001ff,07ffffff,
023730,1336.8163,07657.2146,0691.5,c812,7d,84,20,00,0c,1500,0000,018b,0192,03aa,03a0,0dd5,0d8c,0cc1,0d00,056c,04af,0caf,0cb2,080f,0176,03fb,0220,00aa,0136,0064,0000,fc33,f666,fcd7,01,00,003c,000000ff,07ffffff,
023731,1336.8163,07657.2146,0691.5,c012,7d,84,30,00,0d,1300,0000,018c,0191,03aa,03a0,0dd4,0d8c,0cc0,0d0e,0568,04b0,0cc5,0cb2,080b,0171,0415,021d,00aa,0120,0064,0000,fc34,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023732,1336.8163,07657.2146,0691.5,b812,7d,84,00,00,0c,1400,0000,019d,0191,03aa,03a0,0dd5,0d8c,0cc0,0cfa,056c,04af,0caf,0cb2,080e,016f,0430,022e,00aa,0133,0064,0000,fc33,f666,fcd7,01,00,0000,000000ff,07ffffff,
023733,1336.8163,07657.2146,0691.5,c812,7d,84,20,00,0c,1400,0000,0184,0191,03aa,03a0,0dd6,0d8c,0cbf,0cfa,056b,04af,0caf,0cb2,080e,0172,03f3,021b,00aa,0132,0064,0000,fc34,f666,fcd7,01,00,003c,000000ff,07ffffff,
023734,1336.8163,07657.2146,0691.5,c012,7d,84,30,00,0d,1300,0000,018d,0191,03a9,03a0,0dd6,0d8c,0cbf,0d0e,056b,04b0,0cc5,0cb2,0808,0170,042a,021f,00aa,0121,0064,0000,fc34,f666,fcd7,01,00,ffc5,000001ff,07ffffff,
023735,1336.8163,07657.2146,0691.5,cc12,7d,83,70,00,0c,1400,0000,019e,0191,03aa,03a0,0dd6,0d8c,0cbf,0cf3,056a,04b0,0cc5,0cb2,080c,0171,0431,0236,00aa,013a,0064,0000,fc34,f666,fcd7,01,00,0000,000000ff,07ffffff,
023736,1336.8163,07657.2146,0691.5,bc12,7d,84,30,00,0c,1400,0000,0192,0191,03aa,03a0,0dd5,0d8c,0cbe,0d07,056b,04af,0caf,0cb2,0811,0174,03f4,0213,00aa,012c,0064,0000,fc33,f666,fcd7,01,00,003c,000000ff,07ffffff,
023737,1336.8163,07657.2146,0691.5,bc12,7d,84,30,00,0c,1300,0000,0192,0190,03a9,03a0,0dd6,0d8d,0cbc,0d1b,056b,04af,0caf,0cb2,080a,0174,042b,021f,00aa,0121,0064,0000,fc34,f666,fcd7,01,00,ffc5,000000ff,07ffffff,
023738,1336.8162,07657.2146,0691.5,b812,7d,84,40,00,0d,1400,0000,019f,0192,03a9,03a0,0dd6,0d8d,0cbb,0cf3,056b,04af,0cc5,0cb2,080b,0173,0436,0230,00aa,0135,0064,0000,fc34,f666,fcd7,01,00,001e,000000ff,07ffffff,
023739,1336.8163,07657.2146,0691.4,c812,7d,84,00,00,0c,1500,0000,0188,0190,03aa,03a0,0dd5,0d8d,0cbc,0d0e,056d,04af,0caf,0cb2,080c,0172,03df,0211,00aa,012b,0064,0000,fc34,f666,fcd7,01,00,003c,000001ff,07ffffff,
023740,1336.8163,07657.2146,0691.4,c012,7d,84,30,00,0d,1300,0000,018a,0190,03a9,03a0,0dd6,0d8d,0cbc,0d0e,056b,04b0,0caf,0cb2,080c,0173,0424,0225,00aa,0126,0064,0000,fc34,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023741,1336.8163,07657.2146,0691.4,b812,7d,84,00,00,0c,1400,0000,019e,0191,03aa,03a0,0dd6,0d8d,0cba,0cfa,056a,04af,0cc5,0cb2,080b,0173,0431,0237,00aa,0134,0064,0000,fc35,f666,fcd7,01,00,001e,000000ff,07ffffff,
023742,1336.8163,07657.2146,0691.4,c812,7d,84,20,00,0c,1500,0000,0182,018f,03aa,03a0,0dd6,0d8d,0cbb,0d07,056c,04af,0cc5,0cb2,0813,016b,0404,021d,00aa,012d,0064,0000,fc34,f666,fcca,01,00,003c,000000ff,07ffffff,
023743,1336.8163,07657.2146,0691.4,c012,7d,84,30,00,0c,1300,0000,018c,0191,03aa,03a0,0dd6,0d8d,0cbb,0d15,056d,04b1,0cc5,0cb2,0810,016f,0415,021c,00aa,0126,0064,0000,fc34,f666,fcd7,01,00,ffc5,000000ff,07ffffff,
023744,1336.8162,07657.2146,0691.4,bc12,7d,84,00,00,0c,1400,0000,0197,0191,03aa,03a0,0dd6,0d8d,0cbb,0cfa,056b,04b0,0cc5,0cb2,0809,0172,0431,0236,00aa,0133,0064,0000,fc35,f666,fcd7,01,00,001e,000001ff,07ffffff,
023745,1336.8162,07657.2146,0691.4,c012,7d,84,20,00,0c,1500,0000,0188,0190,03a9,03a0,0dd6,0d8d,0cba,0d07,056c,04af,0cc5,0cb2,080f,016f,03f5,0213,00aa,012c,0064,0000,fc35,f666,fcd7,01,00,001e,000000ff,07ffffff,
023746,1336.8162,07657.2146,0691.4,b812,7d,84,30,00,0d,1300,0000,019d,0190,03aa,03a0,0dd6,0d8d,0cba,0d07,056c,04b0,0caf,0cb2,080e,0173,0428,0227,00aa,0127,0064,0000,fc34,f666,fcd7,01,00,ffe3,000000ff,07ffffff,
023747,1336.8163,07657.2146,0691.4,b812,7d,84,30,00,0d,1400,0000,019d,0191,03aa,03a0,0dd6,0d8d,0cba,0cec,056c,04af,0caf,0cb2,080a,0172,0461,025a,00aa,0169,0064,0000,fc34,f666,fcd7,01,00,ff50,000000ff,07ffffff,
023748,1336.8162,07657.2146,0691.4,2c14,8d,8d,41,1a,1c,3000,0000,034b,0593,03aa,03a0,0dd6,0d8d,0cb9,0d87,0570,0505,113d,1113,07b1,0212,0ac6,05df,00aa,0362,0064,0000,fc36,f666,fcd7,01,00,ff24,000000ff,07ffffff,
023749,1336.8162,07657.2146,0691.4,2013,95,9c,51,21,30,4800,002e,0562,0522,03b3,03a0,0dd6,0d8d,0cb9,0d4a,0571,04c6,1009,1003,07a9,021c,114b,091e,00aa,04ff,0064,0000,fc34,f666,fcd7,01,00,009b,000001ff,07ffffff,
023750,1336.8162,07657.2147,0691.4,2414,8c,99,31,19,2c,4500,00b7,04df,0401,03b8,03a0,0dd6,0d8d,0cb8,0e00,056d,04f6,0d1d,0df5,07b5,01ff,0f01,0830,00aa,0467,0064,0000,fc34,f666,fcd7,01,00,0041,000000ff,07ffffff,
023751,1336.8159,07657.2150,0691.4,6414,8c,97,11,19,2c,4200,0123,049f,0441,03bc,03a0,0dd6,0d8d,0cb7,0db6,0571,0519,0e93,0e7c,07c4,01f1,0e78,07e8,00aa,0448,0064,0000,fc36,f666,fcd7,01,00,ffe0,000000ff,07ffffff,
